1329566229 0 0
1329567723 0 0
1329569114 0 0
1329569763 0 0
1329569878 0 0
1329570313 180 0
1329570488 185 0
1329573125 202 0
1329573773 213 0
1329574129 223 0
1329574661 239 0
1329575334 239 10
1329575513 249 10
1329575641 249 10
1329577158 249 10
